Latitude (decimal degrees):	48.211
Longitude (decimal degrees):	9.034
Elevation (m):	730
Radiation database:	PVGIS-SARAH3


Slope: 30 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20230604:0010,0.0,0.0,0.0,12.48,2.0,0.0
20230604:0110,0.0,0.0,0.0,11.66,2.07,0.0
20230604:0210,0.0,0.0,0.0,11.15,2.0,0.0
20230604:0310,0.0,0.0,0.0,10.52,1.79,0.0
20230604:0410,15.27,30.77,5.51,10.04,1.59,0.0
20230604:0510,54.62,100.1,14.73,10.49,1.31,0.0
20230604:0610,217.44,290.27,24.48,12.27,1.59,0.0
20230604:0710,412.89,509.51,34.46,13.81,2.0,0.0
20230604:0810,573.1,709.21,44.27,15.52,2.34,0.0
20230604:0910,620.31,776.54,53.34,17.14,2.76,0.0
20230604:1010,458.77,572.4,60.57,18.29,3.1,0.0
20230604:1110,503.37,633.96,64.12,18.74,2.55,0.0
20230604:1210,625.79,798.66,62.45,19.17,2.41,0.0
20230604:1310,493.85,622.25,56.35,19.51,2.62,0.0
20230604:1410,431.3,540.61,47.81,19.53,2.76,0.0
20230604:1510,305.25,384.73,38.2,19.68,2.97,0.0
20230604:1610,153.95,203.28,28.23,19.46,3.1,0.0
20230604:1710,68.73,100.69,18.35,18.89,3.03,0.0
20230604:1810,30.72,52.49,8.89,17.79,2.41,0.0
20230604:1910,0.0,0.0,0.0,16.95,2.14,0.0
20230604:2010,0.0,0.0,0.0,15.47,2.34,0.0
20230604:2110,0.0,0.0,0.0,14.43,2.28,0.0
20230604:2210,0.0,0.0,0.0,13.49,2.14,0.0
20230604:2310,0.0,0.0,0.0,12.77,2.14,0.0
20230605:0010,0.0,0.0,0.0,12.13,2.07,0.0
20230605:0110,0.0,0.0,0.0,11.42,1.86,0.0
20230605:0210,0.0,0.0,0.0,10.75,1.72,0.0
20230605:0310,0.0,0.0,0.0,10.04,1.59,0.0
20230605:0410,14.0,28.96,5.57,9.56,1.59,0.0
20230605:0510,53.3,99.66,14.78,10.34,1.31,0.0
20230605:0610,218.49,292.53,24.54,12.55,1.59,0.0
20230605:0710,413.9,512.39,34.51,14.55,2.07,0.0
20230605:0810,450.09,555.97,44.33,16.2,2.48,0.0
20230605:0910,535.85,666.31,53.4,17.37,3.03,0.0
20230605:1010,471.3,587.46,60.65,18.11,3.17,0.0
20230605:1110,404.7,506.17,64.23,18.49,2.97,0.0
20230605:1210,515.33,649.57,62.57,19.59,2.97,0.0
20230605:1310,505.84,637.52,56.47,20.26,3.1,0.0
20230605:1410,433.86,544.52,47.92,20.37,3.17,0.0
20230605:1510,431.99,541.88,38.3,20.35,3.24,0.0
20230605:1610,242.96,315.35,28.34,20.07,3.38,0.0
20230605:1710,101.4,167.14,18.46,19.16,3.59,0.0
20230605:1810,28.67,49.78,9.0,17.67,2.97,0.0
20230605:1910,0.0,0.0,0.0,16.49,2.28,0.0
20230605:2010,0.0,0.0,0.0,15.41,2.21,0.0
20230605:2110,0.0,0.0,0.0,14.42,1.93,0.0
20230605:2210,0.0,0.0,0.0,13.53,1.86,0.0
20230605:2310,0.0,0.0,0.0,12.74,1.79,0.0
20230606:0010,0.0,0.0,0.0,11.99,1.59,0.0
20230606:0110,0.0,0.0,0.0,11.29,1.38,0.0
20230606:0210,0.0,0.0,0.0,10.1,1.31,0.0
20230606:0310,0.0,0.0,0.0,9.55,1.17,0.0
20230606:0410,15.34,30.77,5.63,9.1,1.17,0.0
20230606:0510,58.64,103.03,14.83,10.14,1.17,0.0
20230606:0610,217.71,289.05,24.58,11.99,2.0,0.0
20230606:0710,0.0,0.0,0.0,13.98,2.07,0.0
20230606:0810,560.84,692.49,44.38,15.28,2.41,0.0
20230606:0910,697.63,879.4,53.46,16.51,2.48,0.0
20230606:1010,690.61,878.34,60.73,17.83,2.62,0.0
20230606:1110,459.4,576.26,64.33,18.76,2.83,0.0
20230606:1210,632.08,803.31,62.68,19.64,3.03,0.0
20230606:1310,583.65,736.22,56.58,19.94,3.31,0.0
20230606:1410,514.21,643.77,48.03,19.72,3.24,0.0
20230606:1510,459.74,574.67,38.41,19.63,3.24,0.0
20230606:1610,279.94,363.44,28.44,19.15,3.24,0.0
20230606:1710,103.56,168.44,18.56,18.52,3.03,0.0
20230606:1810,30.73,52.49,9.11,17.76,2.48,0.0
20230606:1910,0.0,0.0,0.0,16.5,2.48,0.0
20230606:2010,0.0,0.0,0.0,15.11,2.48,0.0
20230606:2110,0.0,0.0,0.0,14.04,2.21,0.0
20230606:2210,0.0,0.0,0.0,13.12,1.93,0.0
20230606:2310,0.0,0.0,0.0,12.29,1.66,0.0
20230607:0010,0.0,0.0,0.0,11.58,1.45,0.0
20230607:0110,0.0,0.0,0.0,10.88,1.45,0.0
20230607:0210,0.0,0.0,0.0,10.32,1.45,0.0
20230607:0310,0.0,0.0,0.0,9.8,1.31,0.0
20230607:0410,15.32,30.77,5.68,9.38,1.17,0.0
20230607:0510,51.22,98.11,14.87,10.25,0.69,0.0
20230607:0610,218.1,294.04,24.62,12.75,0.9,0.0
20230607:0710,409.32,511.72,34.6,14.87,1.17,0.0
20230607:0810,568.22,715.77,44.42,16.41,1.31,0.0
20230607:0910,652.3,837.8,53.52,17.65,1.38,0.0
20230607:1010,647.11,838.87,60.8,18.53,1.31,0.0
20230607:1110,469.7,600.34,64.43,19.26,1.24,0.0
20230607:1210,394.1,503.22,62.79,19.78,1.17,0.0
20230607:1310,322.42,412.01,56.68,20.28,1.31,0.0
20230607:1410,224.26,290.05,48.13,20.48,1.45,0.0
20230607:1510,235.88,304.43,38.51,20.75,1.45,0.0
20230607:1610,118.76,162.25,28.54,20.65,1.31,0.0
20230607:1710,104.04,151.08,18.66,20.27,1.45,0.0
20230607:1810,31.13,53.4,9.21,19.39,1.45,0.0
20230607:1910,0.0,0.0,0.0,17.9,1.66,0.0
20230607:2010,0.0,0.0,0.0,16.61,1.66,0.0
20230607:2110,0.0,0.0,0.0,15.51,1.79,0.0
20230607:2210,0.0,0.0,0.0,14.54,1.79,0.0
20230607:2310,0.0,0.0,0.0,13.81,1.59,0.0
20230608:0010,0.0,0.0,0.0,12.92,1.38,0.0
20230608:0110,0.0,0.0,0.0,12.27,1.24,0.0
20230608:0210,0.0,0.0,0.0,11.53,1.17,0.0
20230608:0310,0.0,0.0,0.0,10.85,1.1,0.0
20230608:0410,15.9,31.68,5.72,10.36,1.03,0.0
20230608:0510,57.43,102.1,14.91,11.31,0.62,0.0
20230608:0610,202.1,269.71,24.66,14.47,0.69,0.0
20230608:0710,389.35,491.94,34.63,16.78,0.97,0.0
20230608:0810,538.36,685.67,44.46,18.68,1.17,0.0
20230608:0910,274.26,351.4,53.56,20.19,1.38,0.0
20230608:1010,84.8,121.09,60.87,21.19,1.52,0.0
20230608:1110,175.95,232.71,64.52,22.0,1.59,0.0
20230608:1210,396.73,511.38,62.89,22.52,1.59,0.0
20230608:1310,673.58,888.66,56.79,22.02,1.45,0.0
20230608:1410,594.3,771.74,48.23,22.14,1.52,0.0
20230608:1510,330.78,420.03,38.6,19.02,1.03,0.0
20230608:1610,138.76,185.21,28.63,18.47,0.83,0.0
20230608:1710,21.65,40.68,18.76,18.87,1.1,0.0
20230608:1810,28.58,49.78,9.31,18.13,1.86,0.0
20230608:1910,0.0,0.0,0.0,16.72,2.0,0.0
20230608:2010,0.0,0.0,0.0,15.62,1.93,0.0
20230608:2110,0.0,0.0,0.0,14.7,1.66,0.0
20230608:2210,0.0,0.0,0.0,13.84,1.24,0.0
20230608:2310,0.0,0.0,0.0,13.02,1.03,0.0
20230609:0010,0.0,0.0,0.0,12.36,0.97,0.0
20230609:0110,0.0,0.0,0.0,11.37,1.17,0.0
20230609:0210,0.0,0.0,0.0,10.75,1.31,0.0
20230609:0310,0.0,0.0,0.0,10.27,1.38,0.0
20230609:0410,15.27,30.77,5.76,10.07,1.38,0.0
20230609:0510,50.72,97.71,14.95,11.53,1.03,0.0
20230609:0610,215.96,292.24,24.69,14.02,1.45,0.0
20230609:0710,409.74,508.31,34.66,15.42,2.34,0.0
20230609:0810,571.8,712.05,44.49,17.26,2.55,0.0
20230609:0910,701.24,893.59,53.61,19.1,2.69,0.0
20230609:1010,762.73,992.93,60.93,20.31,2.48,0.0
20230609:1110,777.52,1023.33,64.6,20.89,2.28,0.0
20230609:1210,617.92,796.06,62.99,21.47,2.55,0.0
20230609:1310,614.64,787.77,56.88,21.83,2.9,0.0
20230609:1410,523.36,662.83,48.32,21.79,3.1,0.0
20230609:1510,402.7,508.3,38.69,21.6,3.24,0.0
20230609:1610,289.77,380.57,28.72,21.4,3.45,0.0
20230609:1710,106.35,169.42,18.85,20.92,3.45,0.0
20230609:1810,26.93,47.97,9.4,20.19,2.97,0.0
20230609:1910,0.0,0.0,0.0,19.2,2.83,0.0
20230609:2010,0.0,0.0,0.0,17.92,2.83,0.0
20230609:2110,0.0,0.0,0.0,17.11,2.9,0.0
20230609:2210,0.0,0.0,0.0,16.35,2.69,0.0
20230609:2310,0.0,0.0,0.0,15.56,2.21,0.0
20230610:0010,0.0,0.0,0.0,14.69,2.14,0.0
20230610:0110,0.0,0.0,0.0,13.94,2.28,0.0
20230610:0210,0.0,0.0,0.0,13.34,2.21,0.0
20230610:0310,0.0,0.0,0.0,12.76,2.07,0.0
20230610:0410,15.09,30.77,5.8,12.29,1.93,0.0
20230610:0510,50.31,97.48,14.97,12.85,1.59,0.0
20230610:0610,215.69,291.54,24.71,14.4,2.28,0.0
20230610:0710,407.41,507.53,34.68,16.7,2.62,0.0
20230610:0810,560.79,698.93,44.52,18.44,2.97,0.0
20230610:0910,594.06,745.89,53.64,19.66,3.52,0.0
20230610:1010,637.11,808.51,60.99,20.5,3.52,0.0
20230610:1110,530.41,672.26,64.68,21.08,3.31,0.0
20230610:1210,538.32,684.91,63.08,21.48,3.1,0.0
20230610:1310,684.58,881.84,56.97,21.99,3.03,0.0
20230610:1410,590.34,753.2,48.41,22.43,2.97,0.0
20230610:1510,296.62,378.8,38.78,22.3,2.97,0.0
20230610:1610,275.0,361.37,28.81,21.85,3.17,0.0
20230610:1710,109.31,162.19,18.94,21.36,3.17,0.0
20230610:1810,27.54,48.87,9.49,20.64,2.69,0.0
20230610:1910,0.0,0.0,0.0,19.21,2.48,0.0
20230610:2010,0.0,0.0,0.0,18.04,2.41,0.0
20230610:2110,0.0,0.0,0.0,17.29,2.48,0.0
20230610:2210,0.0,0.0,0.0,16.5,2.62,0.0
20230610:2310,0.0,0.0,0.0,15.64,2.69,0.0
20230611:0010,0.0,0.0,0.0,14.93,2.48,0.0
20230611:0110,0.0,0.0,0.0,14.35,2.34,0.0
20230611:0210,0.0,0.0,0.0,13.78,2.34,0.0
20230611:0310,0.0,0.0,0.0,13.33,2.41,0.0
20230611:0410,16.33,32.58,5.82,13.08,2.41,0.0
20230611:0510,35.57,57.7,15.0,13.54,3.52,0.0
20230611:0610,210.31,280.2,24.73,14.67,4.14,0.0
20230611:0710,398.88,492.46,34.7,16.4,3.86,0.0
20230611:0810,557.46,687.86,44.54,17.94,3.86,0.0
20230611:0910,658.27,824.96,53.67,19.43,4.0,0.0
20230611:1010,696.84,882.76,61.03,20.43,4.14,0.0
20230611:1110,805.88,1036.38,64.75,21.39,4.28,0.0
20230611:1210,732.88,938.7,63.16,22.17,4.34,0.0
20230611:1310,729.86,933.63,57.06,22.42,4.21,0.0
20230611:1410,624.05,790.6,48.49,22.83,4.14,0.0
20230611:1510,478.8,603.8,38.86,22.73,4.14,0.0
20230611:1610,289.46,380.39,28.89,22.34,4.28,0.0
20230611:1710,102.89,173.91,19.02,21.61,4.28,0.0
20230611:1810,27.56,48.87,9.57,20.64,3.72,0.0
20230611:1910,0.0,0.0,0.0,19.51,3.31,0.0
20230611:2010,0.0,0.0,0.0,18.24,3.1,0.0
20230611:2110,0.0,0.0,0.0,17.23,2.97,0.0
20230611:2210,0.0,0.0,0.0,16.33,2.83,0.0
20230611:2310,0.0,0.0,0.0,15.48,2.9,0.0
20230612:0010,0.0,0.0,0.0,14.68,2.9,0.0
20230612:0110,0.0,0.0,0.0,13.87,2.83,0.0
20230612:0210,0.0,0.0,0.0,13.21,2.76,0.0
20230612:0310,0.0,0.0,0.0,12.62,2.55,0.0
20230612:0410,13.81,28.96,5.85,12.18,2.48,0.0
20230612:0510,44.63,95.04,15.01,12.72,2.28,0.0
20230612:0610,224.24,302.54,24.74,14.14,3.17,0.0
20230612:0710,424.39,526.01,34.71,16.35,3.24,0.0
20230612:0810,593.28,733.51,44.56,17.78,3.79,0.0
20230612:0910,0.0,0.0,0.0,18.95,4.07,0.0
20230612:1010,792.11,1010.98,61.07,19.97,4.07,0.0
20230612:1110,830.85,1073.45,64.81,20.89,4.0,0.0
20230612:1210,801.18,1035.38,63.24,21.58,3.93,0.0
20230612:1310,746.76,957.42,57.14,21.93,4.0,0.0
20230612:1410,637.65,807.08,48.57,22.19,4.07,0.0
20230612:1510,488.03,614.35,38.94,22.15,4.07,0.0
20230612:1610,297.67,390.1,28.97,21.83,4.14,0.0
20230612:1710,105.44,177.36,19.1,21.13,4.07,0.0
20230612:1810,27.62,48.87,9.65,20.25,3.66,0.0
20230612:1910,0.0,0.0,0.0,18.87,3.45,0.0
20230612:2010,0.0,0.0,0.0,17.51,3.24,0.0
20230612:2110,0.0,0.0,0.0,16.44,3.17,0.0
20230612:2210,0.0,0.0,0.0,15.48,3.24,0.0
20230612:2310,0.0,0.0,0.0,14.57,3.31,0.0
20230613:0010,0.0,0.0,0.0,13.71,3.52,0.0
20230613:0110,0.0,0.0,0.0,13.13,3.66,0.0
20230613:0210,0.0,0.0,0.0,12.36,3.59,0.0
20230613:0310,0.0,0.0,0.0,11.63,3.52,0.0
20230613:0410,13.9,28.96,5.86,11.05,3.38,0.0
20230613:0510,44.21,95.39,15.02,11.29,2.9,0.0
20230613:0610,231.75,309.68,24.75,12.23,3.79,0.0
20230613:0710,436.51,532.06,34.72,13.55,3.86,0.0
20230613:0810,612.85,748.22,44.57,15.37,4.07,0.0
20230613:0910,744.06,924.3,53.72,17.09,4.48,0.0
20230613:1010,818.39,1031.61,61.11,18.52,4.83,0.0
20230613:1110,850.57,1082.74,64.87,19.68,4.97,0.0
20230613:1210,829.05,1056.28,63.31,20.54,5.03,0.0
20230613:1310,761.41,966.71,57.21,21.17,4.76,0.0
20230613:1410,655.18,824.65,48.65,21.43,4.48,0.0
20230613:1510,499.43,625.84,39.02,21.35,4.28,0.0
20230613:1610,306.36,399.71,29.05,20.99,4.07,0.0
20230613:1710,107.73,181.96,19.17,20.29,4.0,0.0
20230613:1810,27.06,47.97,9.73,19.37,3.52,0.0
20230613:1910,0.0,0.0,0.0,17.9,2.97,0.0
20230613:2010,0.0,0.0,0.0,16.44,2.55,0.0
20230613:2110,0.0,0.0,0.0,15.27,2.34,0.0
20230613:2210,0.0,0.0,0.0,14.27,2.14,0.0
20230613:2310,0.0,0.0,0.0,13.41,2.07,0.0
20230614:0010,0.0,0.0,0.0,12.63,2.0,0.0
20230614:0110,0.0,0.0,0.0,11.7,1.93,0.0
20230614:0210,0.0,0.0,0.0,11.08,1.86,0.0
20230614:0310,0.0,0.0,0.0,10.38,1.79,0.0
20230614:0410,14.63,29.87,5.87,9.89,1.66,0.0
20230614:0510,45.77,95.07,15.03,10.82,1.45,0.0
20230614:0610,222.52,300.84,24.75,13.07,1.66,0.0
20230614:0710,416.62,520.41,34.72,15.32,1.59,0.0
20230614:0810,583.08,730.26,44.57,17.16,2.14,0.0
20230614:0910,704.7,897.63,53.73,18.29,2.48,0.0
20230614:1010,693.13,889.16,61.13,19.17,2.55,0.0
20230614:1110,736.97,958.76,64.91,20.05,2.41,0.0
20230614:1210,709.42,921.12,63.37,20.69,2.48,0.0
20230614:1310,618.92,792.45,57.28,20.95,2.69,0.0
20230614:1410,564.93,715.77,48.72,20.96,2.9,0.0
20230614:1510,457.21,574.49,39.09,20.59,3.17,0.0
20230614:1610,310.45,404.41,29.12,20.04,3.59,0.0
20230614:1710,107.92,180.93,19.24,19.26,3.79,0.0
20230614:1810,36.26,59.73,9.8,18.43,3.38,0.0
20230614:1910,0.0,0.0,0.0,17.35,2.69,0.0
20230614:2010,0.0,0.0,0.0,16.14,2.21,0.0
20230614:2110,0.0,0.0,0.0,15.09,1.93,0.0
20230614:2210,0.0,0.0,0.0,14.48,1.86,0.0
20230614:2310,0.0,0.0,0.0,13.74,1.86,0.0
20230615:0010,0.0,0.0,0.0,13.09,1.86,0.0
20230615:0110,0.0,0.0,0.0,12.41,1.93,0.0
20230615:0210,0.0,0.0,0.0,11.87,1.79,0.0
20230615:0310,0.0,0.0,0.0,11.41,1.66,0.0
20230615:0410,4.34,14.48,5.88,11.01,1.45,0.0
20230615:0510,68.56,108.68,15.03,11.58,1.17,0.0
20230615:0610,213.02,286.28,24.75,13.55,1.66,0.0
20230615:0710,406.6,506.12,34.72,15.09,1.79,0.0
20230615:0810,502.2,625.48,44.57,16.81,2.07,0.0
20230615:0910,406.18,507.99,53.73,18.05,2.34,0.0
20230615:1010,487.86,617.1,61.15,18.7,1.93,0.0
20230615:1110,211.95,273.39,64.96,19.23,1.66,0.0
20230615:1210,480.98,615.67,63.43,19.94,1.45,0.0
20230615:1310,409.37,521.06,57.35,20.25,1.66,0.0
20230615:1410,340.93,433.49,48.79,20.42,1.72,0.0
20230615:1510,425.56,538.23,39.15,20.35,2.14,0.0
20230615:1610,184.47,241.55,29.18,20.14,2.41,0.0
20230615:1710,74.64,108.3,19.31,19.8,2.62,0.0
20230615:1810,31.91,54.3,9.87,19.05,2.28,0.0
20230615:1910,0.0,0.0,0.0,17.89,2.07,0.0
20230615:2010,0.0,0.0,0.0,16.61,1.86,0.0
20230615:2110,0.0,0.0,0.0,15.79,1.72,0.0
20230615:2210,0.0,0.0,0.0,14.75,1.38,0.0
20230615:2310,0.0,0.0,0.0,14.05,0.9,0.0
20230616:0010,0.0,0.0,0.0,13.87,0.76,0.0
20230616:0110,0.0,0.0,0.0,13.3,0.83,0.0
20230616:0210,0.0,0.0,0.0,12.58,0.9,0.0
20230616:0310,0.0,0.0,0.0,12.0,0.9,0.0
20230616:0410,0.25,6.34,5.88,11.43,0.97,0.0
20230616:0510,58.81,102.7,15.03,12.23,0.62,0.0
20230616:0610,209.99,287.16,24.74,15.29,0.41,0.0
20230616:0710,396.63,501.4,34.71,17.25,1.24,0.0
20230616:0810,531.65,667.35,44.57,18.44,2.21,0.0
20230616:0910,650.67,826.66,53.74,18.89,2.48,0.0
20230616:1010,266.36,337.7,61.17,18.93,2.62,0.0
20230616:1110,367.59,463.71,64.99,19.82,2.76,0.0
20230616:1210,637.33,816.05,63.48,20.35,2.76,0.0
20230616:1310,668.26,858.85,57.41,21.2,2.83,0.0
20230616:1410,333.67,423.68,48.85,21.53,2.83,0.0
20230616:1510,358.53,453.95,39.21,21.46,2.9,0.0
20230616:1610,288.07,376.85,29.24,21.1,2.97,0.0
20230616:1710,109.59,177.78,19.37,20.16,2.83,0.0
20230616:1810,31.85,54.3,9.93,19.48,2.55,0.0
20230616:1910,0.0,0.0,0.0,18.49,1.79,0.0
20230616:2010,0.0,0.0,0.0,17.04,1.59,0.0
20230616:2110,0.0,0.0,0.0,15.75,1.52,0.0
20230616:2210,0.0,0.0,0.0,14.55,1.31,0.0
20230616:2310,0.0,0.0,0.0,13.94,0.9,0.0
20230617:0010,0.0,0.0,0.0,14.21,0.62,0.0
20230617:0110,0.0,0.0,0.0,13.86,0.55,0.0
20230617:0210,0.0,0.0,0.0,13.44,0.55,0.0
20230617:0310,0.0,0.0,0.0,13.08,0.41,0.0
20230617:0410,15.69,31.68,5.87,12.73,0.48,0.0
20230617:0510,56.99,101.65,15.02,12.67,0.48,0.0
20230617:0610,196.91,264.54,24.73,15.53,0.28,0.0
20230617:0710,392.53,496.91,34.7,18.47,1.72,0.0
20230617:0810,471.0,595.16,44.56,20.1,2.14,0.0
20230617:0910,576.65,738.43,53.73,20.79,2.14,0.0
20230617:1010,666.65,868.67,61.18,21.4,2.07,0.0
20230617:1110,688.45,904.63,65.02,22.32,2.14,0.0
20230617:1210,699.49,920.89,63.53,22.93,2.28,0.0
20230617:1310,647.25,844.83,57.46,23.09,2.28,0.0
20230617:1410,587.42,760.55,48.9,23.61,2.28,0.0
20230617:1510,451.62,579.93,39.27,23.61,2.28,0.0
20230617:1610,281.21,372.71,29.3,23.32,2.28,0.0
20230617:1710,113.21,166.35,19.43,22.9,2.41,0.0
20230617:1810,36.98,61.54,9.98,21.9,2.28,0.0
20230617:1910,0.0,0.0,0.0,20.57,2.21,0.0
20230617:2010,0.0,0.0,0.0,18.99,2.21,0.0
20230617:2110,0.0,0.0,0.0,17.98,2.0,0.0
20230617:2210,0.0,0.0,0.0,17.02,1.79,0.0
20230617:2310,0.0,0.0,0.0,16.26,1.72,0.0
20230618:0010,0.0,0.0,0.0,15.52,1.59,0.0
20230618:0110,0.0,0.0,0.0,14.75,1.52,0.0
20230618:0210,0.0,0.0,0.0,13.91,1.45,0.0
20230618:0310,0.0,0.0,0.0,13.13,1.31,0.0
20230618:0410,16.35,32.58,5.86,12.77,1.17,0.0
20230618:0510,64.33,105.32,15.0,13.84,0.76,0.0
20230618:0610,199.99,274.35,24.72,17.56,0.62,0.0
20230618:0710,375.55,483.13,34.68,20.09,0.83,0.0
20230618:0810,525.92,684.6,44.54,22.15,0.83,0.0
20230618:0910,637.22,856.55,53.72,23.4,0.55,0.0
20230618:1010,686.13,938.8,61.18,24.39,0.62,0.0
20230618:1110,707.75,975.41,65.04,25.49,0.83,0.0
20230618:1210,533.89,714.59,63.57,26.38,1.03,0.0
20230618:1310,478.87,636.47,57.51,26.78,1.1,0.0
20230618:1410,404.24,532.0,48.96,26.68,1.24,0.0
20230618:1510,332.84,437.67,39.32,26.88,1.38,0.0
20230618:1610,252.33,339.8,29.35,26.62,1.79,0.0
20230618:1710,111.73,170.09,19.48,25.91,2.07,0.0
20230618:1810,35.02,59.73,10.03,24.92,1.93,0.0
20230618:1910,0.0,0.0,0.0,23.54,1.38,0.0
20230618:2010,0.0,0.0,0.0,22.02,1.52,0.0
20230618:2110,0.0,0.0,0.0,21.08,1.59,0.0
20230618:2210,0.0,0.0,0.0,20.06,1.45,0.0
20230618:2310,0.0,0.0,0.0,19.65,0.76,0.0
20230619:0010,0.0,0.0,0.0,18.58,0.76,0.0
20230619:0110,0.0,0.0,0.0,18.16,1.38,0.0
20230619:0210,0.0,0.0,0.0,17.37,1.59,0.0
20230619:0310,0.0,0.0,0.0,17.4,2.0,0.0
20230619:0410,0.57,7.24,5.85,17.52,2.14,0.0
20230619:0510,14.25,30.27,14.98,18.41,1.86,0.0
20230619:0610,32.17,54.87,24.69,20.02,1.93,0.0
20230619:0710,177.44,229.79,34.66,17.64,1.72,0.0
20230619:0810,369.17,463.94,44.52,18.94,2.0,0.0
20230619:0910,655.11,848.83,53.71,20.49,1.66,0.0
20230619:1010,642.4,846.26,61.17,22.31,1.45,0.0
20230619:1110,684.1,919.65,65.05,23.75,1.24,0.0
20230619:1210,364.25,476.5,63.6,24.84,1.17,0.0
20230619:1310,341.24,446.87,57.55,24.87,0.97,0.0
20230619:1410,292.2,384.79,49.0,25.14,0.55,0.0
20230619:1510,88.96,128.65,39.37,25.09,0.41,0.0
20230619:1610,148.34,202.51,29.4,24.88,0.97,0.0
20230619:1710,107.01,178.21,19.53,22.64,1.03,0.0
20230619:1810,33.59,57.02,10.08,21.17,1.03,0.0
20230619:1910,0.0,0.0,0.0,21.8,1.1,0.0
20230619:2010,0.0,0.0,0.0,20.28,1.66,0.0
20230619:2110,0.0,0.0,0.0,18.94,1.45,0.0
20230619:2210,0.0,0.0,0.0,18.03,1.17,0.0
20230619:2310,0.0,0.0,0.0,18.59,0.41,0.0
20230620:0010,0.0,0.0,0.0,16.85,1.24,0.0
20230620:0110,0.0,0.0,0.0,16.88,1.31,0.0
20230620:0210,0.0,0.0,0.0,17.02,1.38,0.0
20230620:0310,0.0,0.0,0.0,16.72,1.38,0.0
20230620:0410,12.87,28.06,5.82,16.22,1.1,0.0
20230620:0510,40.09,64.33,14.96,16.74,0.41,0.0
20230620:0610,197.98,274.28,24.67,18.13,0.83,0.0
20230620:0710,300.43,383.14,34.64,20.32,2.07,0.0
20230620:0810,525.55,673.82,44.49,22.23,1.86,0.0
20230620:0910,621.06,819.26,53.69,24.16,1.52,0.0
20230620:1010,639.66,865.61,61.16,25.53,0.97,0.0
20230620:1110,637.57,872.07,65.06,26.62,0.83,0.0
20230620:1210,694.77,957.71,63.62,27.45,1.1,0.0
20230620:1310,652.0,888.2,57.59,27.85,1.24,0.0
20230620:1410,535.52,717.01,49.04,28.14,1.17,0.0
20230620:1510,411.05,545.05,39.42,28.33,1.24,0.0
20230620:1610,177.98,243.08,29.45,27.89,1.38,0.0
20230620:1710,14.19,31.22,19.57,27.16,0.55,0.0
20230620:1810,1.67,9.96,10.12,25.2,1.17,0.0
20230620:1910,0.0,0.0,0.0,20.7,1.38,0.0
20230620:2010,0.0,0.0,0.0,18.78,1.86,0.0
20230620:2110,0.0,0.0,0.0,17.88,0.62,0.0
20230620:2210,0.0,0.0,0.0,17.71,0.97,0.0
20230620:2310,0.0,0.0,0.0,17.51,1.38,0.0
20230621:0010,0.0,0.0,0.0,17.41,1.52,0.0
20230621:0110,0.0,0.0,0.0,17.08,1.45,0.0
20230621:0210,0.0,0.0,0.0,16.74,1.38,0.0
20230621:0310,0.0,0.0,0.0,16.45,1.31,0.0
20230621:0410,15.41,31.68,5.8,16.13,1.24,0.0
20230621:0510,5.66,17.03,14.93,17.15,0.9,0.0
20230621:0610,166.95,225.54,24.64,18.9,0.62,0.0
20230621:0710,264.29,339.21,34.6,19.38,0.9,0.0
20230621:0810,33.54,56.76,44.46,20.32,1.03,0.0
20230621:0910,45.84,72.84,53.66,21.26,0.76,0.0
20230621:1010,392.53,508.29,61.15,21.85,0.76,0.0
20230621:1110,742.53,998.52,65.06,22.41,1.31,0.0
20230621:1210,654.96,869.22,63.64,22.92,1.38,0.0
20230621:1310,674.35,899.85,57.62,23.54,1.24,0.0
20230621:1410,502.02,659.52,49.08,23.88,0.76,0.0
20230621:1510,306.72,402.05,39.45,24.1,0.34,0.0
20230621:1610,35.71,60.54,29.48,24.04,0.07,0.0
20230621:1710,17.04,35.0,19.61,23.97,0.34,0.0
20230621:1810,35.94,60.64,10.16,23.41,0.83,0.0
20230621:1910,0.0,0.91,1.45,20.84,1.45,0.0
20230621:2010,0.0,0.0,0.0,19.85,2.07,0.0
20230621:2110,0.0,0.0,0.0,19.29,1.86,0.0
20230621:2210,0.0,0.0,0.0,18.77,1.79,0.0
20230621:2310,0.0,0.0,0.0,18.35,2.28,0.0
20230622:0010,0.0,0.0,0.0,18.16,2.62,0.0
20230622:0110,0.0,0.0,0.0,17.97,2.62,0.0
20230622:0210,0.0,0.0,0.0,17.62,2.62,0.0
20230622:0310,0.0,0.0,0.0,17.19,2.48,0.0
20230622:0410,11.59,26.25,5.76,16.96,2.34,0.0
20230622:0510,55.88,98.91,14.89,17.56,2.21,0.0
20230622:0610,195.24,269.0,24.6,18.99,2.21,0.0
20230622:0710,353.28,450.88,34.57,19.92,1.52,0.0
20230622:0810,422.19,543.71,44.43,21.56,0.83,0.0
20230622:0910,621.36,833.95,53.63,23.16,0.41,0.0
20230622:1010,580.48,771.73,61.12,24.67,1.17,0.0
20230622:1110,157.94,214.74,65.05,25.4,0.69,0.0
20230622:1210,206.25,276.45,63.66,26.54,1.03,0.0
20230622:1310,143.53,197.71,57.64,27.65,2.21,0.0
